function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        slow_ptr = slow_ptr.next\n        fast_ptr = fast_ptr.next.next\n    return slow_ptr.value'],1000,0.0008662000000185799,0.0011260919999403997,0.0012382999993860722,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        slow_ptr = slow_ptr.next\n        fast_ptr = fast_ptr.next.next\n    return slow_ptr.value'],10000,0.010665699999663047,0.01165195900000981,0.012990400002308888,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        slow_ptr = slow_ptr.next\n        fast_ptr = fast_ptr.next.next\n    return slow_ptr.value'],100000,0.12603849999868544,0.13336541899989243,0.1396984999992128,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['class Node:\n\n    def __init__(self, data=None, next=None):\n        self.data = data\n        self.next = next\n\ndef funcImp(head):\n    slow_pointer = head\n    fast_pointer = head\n    while fast_pointer and fast_pointer.next:\n        slow_pointer = slow_pointer.next\n        fast_pointer = fast_pointer.next.next\n    return slow_pointer.data']",1000,0.000998699997580843,0.0012234280001939624,0.001625400000193622,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['class Node:\n\n    def __init__(self, data=None, next=None):\n        self.data = data\n        self.next = next\n\ndef funcImp(head):\n    slow_pointer = head\n    fast_pointer = head\n    while fast_pointer and fast_pointer.next:\n        slow_pointer = slow_pointer.next\n        fast_pointer = fast_pointer.next.next\n    return slow_pointer.data']",10000,0.011186699997779215,0.01242711999988387,0.013189900000725174,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['class Node:\n\n    def __init__(self, data=None, next=None):\n        self.data = data\n        self.next = next\n\ndef funcImp(head):\n    slow_pointer = head\n    fast_pointer = head\n    while fast_pointer and fast_pointer.next:\n        slow_pointer = slow_pointer.next\n        fast_pointer = fast_pointer.next.next\n    return slow_pointer.data']",100000,0.12980850000167266,0.14355170800015912,0.16081339999800548,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,['def funcImp(head):\n    slow = head\n    fast = head\n    while fast and fast.next:\n        slow = slow.next\n        fast = fast.next.next\n    return slow.value'],0,0,0,0,"function_index: 0 , code_start_index: 217, Error: 'Node' object has no attribute 'value'"
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class Node:\n\n    def __init__(self, data):\n        self.data = data\n        self.next = None\n\ndef funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        fast_ptr = fast_ptr.next.next\n        slow_ptr = slow_ptr.next\n    return slow_ptr.data']",1000,0.0009986000004573725,0.0010636989998965873,0.0011766999996325467,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class Node:\n\n    def __init__(self, data):\n        self.data = data\n        self.next = None\n\ndef funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        fast_ptr = fast_ptr.next.next\n        slow_ptr = slow_ptr.next\n    return slow_ptr.data']",10000,0.010117400001036003,0.010997467000124743,0.012269699996977579,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class Node:\n\n    def __init__(self, data):\n        self.data = data\n        self.next = None\n\ndef funcImp(head):\n    slow_ptr = head\n    fast_ptr = head\n    while fast_ptr is not None and fast_ptr.next is not None:\n        fast_ptr = fast_ptr.next.next\n        slow_ptr = slow_ptr.next\n    return slow_ptr.data']",100000,0.12459690000105184,0.13253625100020144,0.149401200000284,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val):\n        self.val = val\n        self.next = None\n\ndef funcImp(head):\n    slow = head\n    fast = head\n    while fast and fast.next:\n        slow = slow.next\n        fast = fast.next.next\n    return slow.val']",1000,0.0010608999982650857,0.0012157090000255266,0.001731399999698624,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val):\n        self.val = val\n        self.next = None\n\ndef funcImp(head):\n    slow = head\n    fast = head\n    while fast and fast.next:\n        slow = slow.next\n        fast = fast.next.next\n    return slow.val']",10000,0.012012800001684809,0.012725405000091996,0.01391439999861177,N/A
0_p11_auto_find_middle_element_linkedlist_subarray_strategy,"""How to find middle element in a python linked list in a single traversal? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val):\n        self.val = val\n        self.next = None\n\ndef funcImp(head):\n    slow = head\n    fast = head\n    while fast and fast.next:\n        slow = slow.next\n        fast = fast.next.next\n    return slow.val']",100000,0.13341099999888684,0.1444228380000277,0.1582511999986309,N/A
