function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",1,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for i in arr:\n        if i in pairs:\n            count += pairs[i]\n        complement = target_sum - i\n        if complement in pairs:\n            pairs[complement] += 1\n        else:\n            pairs[complement] = 1\n    return count']",1000,0.007545299999037525,0.008088146999907621,0.009049500000401167,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",1,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for i in arr:\n        if i in pairs:\n            count += pairs[i]\n        complement = target_sum - i\n        if complement in pairs:\n            pairs[complement] += 1\n        else:\n            pairs[complement] = 1\n    return count']",10000,0.08319390000178828,0.08634984599990275,0.0913418999989517,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",1,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for i in arr:\n        if i in pairs:\n            count += pairs[i]\n        complement = target_sum - i\n        if complement in pairs:\n            pairs[complement] += 1\n        else:\n            pairs[complement] = 1\n    return count']",100000,1.2676644000021042,1.3078523060002407,1.3981347999979334,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",2,"['def funcImp(arr, target_sum):\n    pair_count = 0\n    encountered = {}\n    for num in arr:\n        complement = target_sum - num\n        if complement in encountered:\n            pair_count += encountered[complement]\n        encountered[num] = encountered.get(num, 0) + 1\n    return pair_count']",1000,0.00893290000021807,0.009511894999923243,0.010154000003240071,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",2,"['def funcImp(arr, target_sum):\n    pair_count = 0\n    encountered = {}\n    for num in arr:\n        complement = target_sum - num\n        if complement in encountered:\n            pair_count += encountered[complement]\n        encountered[num] = encountered.get(num, 0) + 1\n    return pair_count']",10000,0.09651759999906062,0.09908069899989641,0.10404320000088774,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",2,"['def funcImp(arr, target_sum):\n    pair_count = 0\n    encountered = {}\n    for num in arr:\n        complement = target_sum - num\n        if complement in encountered:\n            pair_count += encountered[complement]\n        encountered[num] = encountered.get(num, 0) + 1\n    return pair_count']",100000,1.36782569999923,1.4048777480001444,1.472040399999969,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",3,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for num in arr:\n        complement = target_sum - num\n        if complement in pairs:\n            count += pairs[complement]\n        pairs[num] = pairs.get(num, 0) + 1\n    return count']",1000,0.009088599999813596,0.009523738000134473,0.00999220000085188,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",3,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for num in arr:\n        complement = target_sum - num\n        if complement in pairs:\n            count += pairs[complement]\n        pairs[num] = pairs.get(num, 0) + 1\n    return count']",10000,0.09598579999874346,0.09885374000008597,0.10387690000061411,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",3,"['def funcImp(arr, target_sum):\n    pairs = {}\n    count = 0\n    for num in arr:\n        complement = target_sum - num\n        if complement in pairs:\n            count += pairs[complement]\n        pairs[num] = pairs.get(num, 0) + 1\n    return count']",100000,1.3718695000025036,1.4052359139999318,1.452786300000298,N/A
0_p4_auto_find_duplicates_list_strategy,"""Count pairs of elements in an array whose sum equals a given sum (but) do it in a single iteration(!) The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and target_sum as a parameters.""",4,"['def funcImp(arr, target_sum):\n    count = {}\n    pairs = 0\n    for num in arr:\n        if num in count:\n            pairs += count[num]\n        complement = target_sum - num\n        if complement in count:\n            count[complement] += 1\n        else:\n            count[complement] = 1\n    return pairs']",1000,0.007634199999301927,0.00804543999976886,0.008629399999335874,N/A
