function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(arr):\n    """"""\n    Returns the maximum product subarray of a list of integers.\n    """"""\n    n = len(arr)\n    max_so_far = arr[0]\n    min_so_far = arr[0]\n    max_product = arr[0]\n    for i in range(1, n):\n        if arr[i] < 0:\n            (max_so_far, min_so_far) = (min_so_far, max_so_far)\n        max_so_far = max(arr[i], max_so_far * arr[i])\n        min_so_far = min(arr[i], min_so_far * arr[i])\n        max_product = max(max_product, max_so_far)\n    return max_product']",1000,0.045937200000480516,0.0480259090002437,0.05334210000000894,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(arr):\n    """"""\n    Returns the maximum product subarray of a list of integers.\n    """"""\n    n = len(arr)\n    max_so_far = arr[0]\n    min_so_far = arr[0]\n    max_product = arr[0]\n    for i in range(1, n):\n        if arr[i] < 0:\n            (max_so_far, min_so_far) = (min_so_far, max_so_far)\n        max_so_far = max(arr[i], max_so_far * arr[i])\n        min_so_far = min(arr[i], min_so_far * arr[i])\n        max_product = max(max_product, max_so_far)\n    return max_product']",2000,0.10605789999681292,0.1383159500000329,0.18195360000026994,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(arr):\n    """"""\n    Returns the maximum product subarray of a list of integers.\n    """"""\n    n = len(arr)\n    max_so_far = arr[0]\n    min_so_far = arr[0]\n    max_product = arr[0]\n    for i in range(1, n):\n        if arr[i] < 0:\n            (max_so_far, min_so_far) = (min_so_far, max_so_far)\n        max_so_far = max(arr[i], max_so_far * arr[i])\n        min_so_far = min(arr[i], min_so_far * arr[i])\n        max_product = max(max_product, max_so_far)\n    return max_product']",5000,0.40232430000105524,0.6697120059999361,0.7238008999993326,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(nums):\n    n = len(nums)\n    max_prod = nums[0]\n    min_prod = nums[0]\n    result = nums[0]\n    for i in range(1, n):\n        temp = max_prod\n        max_prod = max(nums[i], max(nums[i] * max_prod, nums[i] * min_prod))\n        min_prod = min(nums[i], min(nums[i] * temp, nums[i] * min_prod))\n        result = max(result, max_prod)\n    return result']",1000,0.08485260000088601,0.08742290400026832,0.1046411999996053,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(nums):\n    n = len(nums)\n    max_prod = nums[0]\n    min_prod = nums[0]\n    result = nums[0]\n    for i in range(1, n):\n        temp = max_prod\n        max_prod = max(nums[i], max(nums[i] * max_prod, nums[i] * min_prod))\n        min_prod = min(nums[i], min(nums[i] * temp, nums[i] * min_prod))\n        result = max(result, max_prod)\n    return result']",2000,0.2583926999977848,0.2617524769999727,0.2727703999989899,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(nums):\n    n = len(nums)\n    max_prod = nums[0]\n    min_prod = nums[0]\n    result = nums[0]\n    for i in range(1, n):\n        temp = max_prod\n        max_prod = max(nums[i], max(nums[i] * max_prod, nums[i] * min_prod))\n        min_prod = min(nums[i], min(nums[i] * temp, nums[i] * min_prod))\n        result = max(result, max_prod)\n    return result']",5000,1.2844359999980952,1.29929141800003,1.506234600001335,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(nums):\n    curr_max = curr_min = max_prod = nums[0]\n    for i in range(1, len(nums)):\n        if nums[i] < 0:\n            (curr_max, curr_min) = (curr_min, curr_max)\n        curr_max = max(nums[i], curr_max * nums[i])\n        curr_min = min(nums[i], curr_min * nums[i])\n        max_prod = max(max_prod, curr_max)\n    return max_prod']",1000,0.04651010000088718,0.04802013299999089,0.0533514999988256,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(nums):\n    curr_max = curr_min = max_prod = nums[0]\n    for i in range(1, len(nums)):\n        if nums[i] < 0:\n            (curr_max, curr_min) = (curr_min, curr_max)\n        curr_max = max(nums[i], curr_max * nums[i])\n        curr_min = min(nums[i], curr_min * nums[i])\n        max_prod = max(max_prod, curr_max)\n    return max_prod']",2000,0.13564250000126776,0.13809247000026517,0.17276140000103624,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(nums):\n    curr_max = curr_min = max_prod = nums[0]\n    for i in range(1, len(nums)):\n        if nums[i] < 0:\n            (curr_max, curr_min) = (curr_min, curr_max)\n        curr_max = max(nums[i], curr_max * nums[i])\n        curr_min = min(nums[i], curr_min * nums[i])\n        max_prod = max(max_prod, curr_max)\n    return max_prod']",5000,0.6019583999986935,0.66535519700039,0.695667299998604,N/A
0_p10_auto_maximum_product_subarray_strategy,"""Maximum Product Subarray. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(nums):\n    n = len(nums)\n    if n == 0:\n        return 0\n    max_so_far = nums[0]\n    min_so_far = nums[0]\n    max_product = nums[0]\n    for i in range(1, n):\n        if nums[i] < 0:\n            (max_so_far, min_so_far) = (min_so_far, max_so_far)\n        max_so_far = max(nums[i], max_so_far * nums[i])\n        min_so_far = min(nums[i], min_so_far * nums[i])\n        max_product = max(max_product, max_so_far)\n    return max_product']",1000,0.04648749999978463,0.04840417499999603,0.05773609999960172,N/A
