function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",1,"['def partition(nums, low, high):\n    pivot = nums[high]\n    i = low - 1\n    for j in range(low, high):\n        if nums[j] <= pivot:\n            i += 1\n            nums[i], nums[j] = (nums[j], nums[i])\n    nums[i + 1], nums[high] = (nums[high], nums[i + 1])\n    return i + 1\n\ndef quickselect(nums, k):\n    low = 0\n    high = len(nums) - 1\n    while low <= high:\n        pivot_index = partition(nums, low, high)\n        if pivot_index == k - 1:\n            return nums[:k]\n        elif pivot_index > k - 1:\n            high = pivot_index - 1\n        else:\n            low = pivot_index + 1\n    return nums[:k]\n\ndef funcImp(nums, k):\n    return quickselect(nums, k)']",200,0.07673269999213517,0.08188934000441804,0.1129493999760598,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",1,"['def partition(nums, low, high):\n    pivot = nums[high]\n    i = low - 1\n    for j in range(low, high):\n        if nums[j] <= pivot:\n            i += 1\n            nums[i], nums[j] = (nums[j], nums[i])\n    nums[i + 1], nums[high] = (nums[high], nums[i + 1])\n    return i + 1\n\ndef quickselect(nums, k):\n    low = 0\n    high = len(nums) - 1\n    while low <= high:\n        pivot_index = partition(nums, low, high)\n        if pivot_index == k - 1:\n            return nums[:k]\n        elif pivot_index > k - 1:\n            high = pivot_index - 1\n        else:\n            low = pivot_index + 1\n    return nums[:k]\n\ndef funcImp(nums, k):\n    return quickselect(nums, k)']",300,0.17138539999723434,0.17830964601133018,0.18477739999070764,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",1,"['def partition(nums, low, high):\n    pivot = nums[high]\n    i = low - 1\n    for j in range(low, high):\n        if nums[j] <= pivot:\n            i += 1\n            nums[i], nums[j] = (nums[j], nums[i])\n    nums[i + 1], nums[high] = (nums[high], nums[i + 1])\n    return i + 1\n\ndef quickselect(nums, k):\n    low = 0\n    high = len(nums) - 1\n    while low <= high:\n        pivot_index = partition(nums, low, high)\n        if pivot_index == k - 1:\n            return nums[:k]\n        elif pivot_index > k - 1:\n            high = pivot_index - 1\n        else:\n            low = pivot_index + 1\n    return nums[:k]\n\ndef funcImp(nums, k):\n    return quickselect(nums, k)']",600,0.6963927999604493,0.7169656579918228,0.7325107001233846,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",2,"['def funcImp(arr, k):\n    if k < 1:\n        return []\n    elif k >= len(arr):\n        return list(range(len(arr)))\n\n    def partition(start, end):\n        pivot_index = end\n        pivot_value = arr[pivot_index]\n        i = start\n        for j in range(start, end):\n            if arr[j] < pivot_value:\n                arr[i], arr[j] = (arr[j], arr[i])\n                i += 1\n        arr[i], arr[pivot_index] = (arr[pivot_index], arr[i])\n        return i\n    start = 0\n    end = len(arr) - 1\n    while True:\n        pivot_index = partition(start, end)\n        if pivot_index == k:\n            return sorted(range(k), key=lambda i: arr[i])\n        elif pivot_index > k:\n            end = pivot_index - 1\n        else:\n            start = pivot_index + 1']",200,0.07972989999689162,0.08597349498886615,0.08925669989548624,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",2,"['def funcImp(arr, k):\n    if k < 1:\n        return []\n    elif k >= len(arr):\n        return list(range(len(arr)))\n\n    def partition(start, end):\n        pivot_index = end\n        pivot_value = arr[pivot_index]\n        i = start\n        for j in range(start, end):\n            if arr[j] < pivot_value:\n                arr[i], arr[j] = (arr[j], arr[i])\n                i += 1\n        arr[i], arr[pivot_index] = (arr[pivot_index], arr[i])\n        return i\n    start = 0\n    end = len(arr) - 1\n    while True:\n        pivot_index = partition(start, end)\n        if pivot_index == k:\n            return sorted(range(k), key=lambda i: arr[i])\n        elif pivot_index > k:\n            end = pivot_index - 1\n        else:\n            start = pivot_index + 1']",300,0.18376290006563067,0.19051028901012615,0.19588230014778674,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",2,"['def funcImp(arr, k):\n    if k < 1:\n        return []\n    elif k >= len(arr):\n        return list(range(len(arr)))\n\n    def partition(start, end):\n        pivot_index = end\n        pivot_value = arr[pivot_index]\n        i = start\n        for j in range(start, end):\n            if arr[j] < pivot_value:\n                arr[i], arr[j] = (arr[j], arr[i])\n                i += 1\n        arr[i], arr[pivot_index] = (arr[pivot_index], arr[i])\n        return i\n    start = 0\n    end = len(arr) - 1\n    while True:\n        pivot_index = partition(start, end)\n        if pivot_index == k:\n            return sorted(range(k), key=lambda i: arr[i])\n        elif pivot_index > k:\n            end = pivot_index - 1\n        else:\n            start = pivot_index + 1']",600,0.7531033998820931,0.770036475006491,0.7877132999710739,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",3,"['import heapq\n\ndef funcImp(arr, k):\n    heap = []\n    for i, val in enumerate(arr):\n        if i < k:\n            heapq.heappush(heap, (-val, i))\n        elif -val > heap[0][0]:\n            heapq.heappushpop(heap, (-val, i))\n    return [heapq.heappop(heap)[1] for i in range(k)]']",200,0.0008205999620258808,0.0009362719859927893,0.001117900013923645,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",3,"['import heapq\n\ndef funcImp(arr, k):\n    heap = []\n    for i, val in enumerate(arr):\n        if i < k:\n            heapq.heappush(heap, (-val, i))\n        elif -val > heap[0][0]:\n            heapq.heappushpop(heap, (-val, i))\n    return [heapq.heappop(heap)[1] for i in range(k)]']",300,0.0011766001116484404,0.0013144849869422615,0.001564200036227703,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",3,"['import heapq\n\ndef funcImp(arr, k):\n    heap = []\n    for i, val in enumerate(arr):\n        if i < k:\n            heapq.heappush(heap, (-val, i))\n        elif -val > heap[0][0]:\n            heapq.heappushpop(heap, (-val, i))\n    return [heapq.heappop(heap)[1] for i in range(k)]']",600,0.002302400069311261,0.002456650985404849,0.002648100024089217,N/A
0_p3_auto_find_duplicates_list_strategy,"""Python algorithm to find the indexes of the k smallest number in an unsorted array? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers and k smallest number as a parameters.""",4,"['def funcImp(arr, k):\n    dict_nums = {}\n    for i in range(len(arr)):\n        dict_nums[i] = arr[i]\n    sorted_dict = sorted(dict_nums.items(), key=lambda x: x[1])[:k]\n    indices = [index for index, value in sorted_dict]\n    return indices']",200,0.001559099880978465,0.0016560770035721362,0.0018885999452322721,N/A
