function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow = head\n    fast = head\n    while fast != None and fast.next != None:\n        slow = slow.next\n        fast = fast.next.next\n        if slow == fast:\n            return True\n    return False'],1000,0.004568599862977862,0.004918909980915487,0.005415499908849597,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow = head\n    fast = head\n    while fast != None and fast.next != None:\n        slow = slow.next\n        fast = fast.next.next\n        if slow == fast:\n            return True\n    return False'],10000,0.05065770004875958,0.052564559995662424,0.05540810013189912,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,['def funcImp(head):\n    slow = head\n    fast = head\n    while fast != None and fast.next != None:\n        slow = slow.next\n        fast = fast.next.next\n        if slow == fast:\n            return True\n    return False'],100000,0.5471097999252379,0.5620084609929472,0.5776504001114517,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['def funcImp(head):\n    """"""\n    Detects a loop in a linked list using Floyd\'s Cycle Detection Algorithm\n    :param head: The head node of the linked list\n    :return: True if a loop is present, False otherwise\n    """"""\n    if not head:\n        return False\n    slow = head\n    fast = head.next if head.next else None\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False']",1000,0.002908000024035573,0.0032122360030189157,0.0036995001137256622,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['def funcImp(head):\n    """"""\n    Detects a loop in a linked list using Floyd\'s Cycle Detection Algorithm\n    :param head: The head node of the linked list\n    :return: True if a loop is present, False otherwise\n    """"""\n    if not head:\n        return False\n    slow = head\n    fast = head.next if head.next else None\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False']",10000,0.03336310014128685,0.03507634201087058,0.038038300117477775,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,"['def funcImp(head):\n    """"""\n    Detects a loop in a linked list using Floyd\'s Cycle Detection Algorithm\n    :param head: The head node of the linked list\n    :return: True if a loop is present, False otherwise\n    """"""\n    if not head:\n        return False\n    slow = head\n    fast = head.next if head.next else None\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False']",100000,0.3762992999982089,0.39134567299392076,0.42119230004027486,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,['def funcImp(head):\n    tortoise = head\n    hare = head\n    while hare != None and hare.next != None:\n        tortoise = tortoise.next\n        hare = hare.next.next\n        if tortoise == hare:\n            return True\n    return False'],1000,0.004472299944609404,0.004934110005851835,0.006125700194388628,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,['def funcImp(head):\n    tortoise = head\n    hare = head\n    while hare != None and hare.next != None:\n        tortoise = tortoise.next\n        hare = hare.next.next\n        if tortoise == hare:\n            return True\n    return False'],10000,0.051139399874955416,0.052781443984713405,0.05867599998600781,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,['def funcImp(head):\n    tortoise = head\n    hare = head\n    while hare != None and hare.next != None:\n        tortoise = tortoise.next\n        hare = hare.next.next\n        if tortoise == hare:\n            return True\n    return False'],100000,0.5493235001340508,0.5650169509951957,0.634140299865976,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],1000,0.002812799997627735,0.0032193549978546798,0.004322099965065718,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],10000,0.03292450006119907,0.03511330100474879,0.037268999963998795,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],100000,0.37497670017182827,0.3926571479951963,0.44986209995113313,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],1000,0.0028831998351961374,0.0032042479747906327,0.0038117000367492437,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],10000,0.03262649988755584,0.03525097899604589,0.039996499894186854,N/A
0_p12_auto_detect_ loop_in_linkedlist_strategy_ChatGPT_prompts,"""How to detect a loop in a linked list? The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,['def funcImp(head):\n    if not head or not head.next:\n        return False\n    slow = head\n    fast = head.next\n    while fast and fast.next:\n        if slow == fast:\n            return True\n        slow = slow.next\n        fast = fast.next.next\n    return False'],100000,0.3765263999812305,0.3921940149809234,0.4150497999507934,N/A
