function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst_set = set(lst)\n    return list(lst_set)'],1000,0.0012623000002349727,0.001368860000075074,0.0017824999995355029,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst_set = set(lst)\n    return list(lst_set)'],5000,0.017966499999602092,0.01887844999990193,0.01993850000144448,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst_set = set(lst)\n    return list(lst_set)'],10000,0.029518700001062825,0.030809781000352813,0.035661999998410465,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    return list(set(lst))'],1000,0.0012423000007402152,0.0013548659998559743,0.0018595000001369044,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    return list(set(lst))'],5000,0.01810759999716538,0.01884715200001665,0.019754599998123012,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    return list(set(lst))'],10000,0.029252199998154538,0.030670339000207606,0.03252200000133598,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],1000,0.005189800001971889,0.005441387000100804,0.006961400002182927,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],5000,0.032305900000210386,0.03356153300017468,0.03672039999946719,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],10000,0.05874260000200593,0.060143684999929975,0.06425619999936316,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    return list(set(lst))'],1000,0.0012597999993886333,0.001357566999795381,0.0016326000004482921,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    return list(set(lst))'],5000,0.018226699998194817,0.01911490899987257,0.020438999999896623,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    return list(set(lst))'],10000,0.02963119999913033,0.030706294000192428,0.033692199998768046,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(nums):\n    return list(set(nums))'],1000,0.0012591000013344456,0.0013705039997876157,0.0017585999994480517,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(nums):\n    return list(set(nums))'],5000,0.018107700001564808,0.019013127999933203,0.019899299997632625,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(nums):\n    return list(set(nums))'],10000,0.029141200000594836,0.030646413999929793,0.03397919999770238,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],1000,0.005159799999091774,0.005368958999970346,0.006178100000397535,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],5000,0.0324058000005607,0.03333658599989576,0.0363668999998481,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    seen = set()\n    return [x for x in lst if not (x in seen or seen.add(x))]'],10000,0.05823709999822313,0.059829399999762244,0.0643755000019155,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return list(set(lst))'],1000,0.0012811000015062746,0.0013662959999783198,0.0016078000007837545,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return list(set(lst))'],5000,0.018018400001892587,0.01903143799994723,0.021050999999715714,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return list(set(lst))'],10000,0.029432699997414602,0.030607106999850656,0.034031099999992875,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    return list(dict.fromkeys(lst))'],1000,0.0023078999984136317,0.0024903090000952944,0.002787700002954807,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    return list(dict.fromkeys(lst))'],5000,0.013415699999313802,0.013969367999925453,0.015143099997658283,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    return list(dict.fromkeys(lst))'],10000,0.028134399999544257,0.02926823500005412,0.03154070000164211,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    return list(set(lst))'],1000,0.0012757000004057772,0.0013921829998434986,0.002630999999382766,N/A
0_p6_auto_removingduplicates_strategy,"""Removing duplicates in lists. The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    return list(set(lst))'],5000,0.017937299999175593,0.01899361100004171,0.020811100002902094,N/A
