Size,Function,Min,Average,Max
1000,0_p8_auto_reverse_list_strategy,2.550000135670416e-05,0.0007450903000535619,0.004644699998607393
10000,0_p8_auto_reverse_list_strategy,0.00022669999816571362,0.007483978299958836,0.04747719999795663
100000,0_p8_auto_reverse_list_strategy,0.0022108999983174726,0.09171983179994277,0.46882230000119307
1000,1_p8_auto_reverse_list_strategy,2.5499997718725353e-05,0.0017319927999778883,0.005495400000654627
10000,1_p8_auto_reverse_list_strategy,0.00022799999715061858,0.01742294709995258,0.05205500000010943
100000,1_p8_auto_reverse_list_strategy,0.002208099998824764,0.18890709379994589,0.5226843999989796
1000,2_p8_auto_reverse_list_strategy,0.0023500000024796464,0.0030009730000092527,0.00485820000176318
10000,2_p8_auto_reverse_list_strategy,0.02070850000018254,0.027413599200011962,0.059067900001537055
100000,2_p8_auto_reverse_list_strategy,0.21949940000195056,0.2882261204000534,0.46398520000002463
1000,3_p8_auto_reverse_list_strategy,2.640000093379058e-05,0.0017050714999677437,0.007827400000678608
10000,3_p8_auto_reverse_list_strategy,0.0002299999978276901,0.016411109399967247,0.047901800000545336
100000,3_p8_auto_reverse_list_strategy,0.0022271000016189646,0.18109721909998916,0.5178513000028033
