function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        nex = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nex\n    return prev']",1000,2.6200199499726295e-05,2.9094999190419914e-05,4.1499966755509377e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        nex = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nex\n    return prev']",10000,0.00020450004376471043,0.00023328699870035053,0.0003605999518185854,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        nex = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nex\n    return prev']",1000000,0.020222899969667196,0.027310650984290988,0.03869420010596514,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,['def funcImp(head):\n    prev_node = None\n    curr_node = head\n    while curr_node != None:\n        next_node = curr_node.next\n        curr_node.next = prev_node\n        prev_node = curr_node\n        curr_node = next_node\n    head = prev_node\n    return head'],1000,3.5899924114346504e-05,3.7906994111835954e-05,5.570007488131523e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,['def funcImp(head):\n    prev_node = None\n    curr_node = head\n    while curr_node != None:\n        next_node = curr_node.next\n        curr_node.next = prev_node\n        prev_node = curr_node\n        curr_node = next_node\n    head = prev_node\n    return head'],10000,0.0002912001218646765,0.0003356350096873939,0.0006771001499146223,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",2,['def funcImp(head):\n    prev_node = None\n    curr_node = head\n    while curr_node != None:\n        next_node = curr_node.next\n        curr_node.next = prev_node\n        prev_node = curr_node\n        curr_node = next_node\n    head = prev_node\n    return head'],1000000,0.029180499957874417,0.03683565500192344,0.05822820006869733,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    if not head or not head.next:\n        return head\n    prev = None\n    curr = head\n    next_node = head.next\n    while next_node:\n        curr.next = prev\n        prev = curr\n        curr = next_node\n        next_node = next_node.next\n    curr.next = prev\n    return curr']",1000,2.369983121752739e-05,2.746199257671833e-05,5.270005203783512e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    if not head or not head.next:\n        return head\n    prev = None\n    curr = head\n    next_node = head.next\n    while next_node:\n        curr.next = prev\n        prev = curr\n        curr = next_node\n        next_node = next_node.next\n    curr.next = prev\n    return curr']",10000,0.00018179998733103275,0.0002227239846251905,0.0002739999908953905,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    if not head or not head.next:\n        return head\n    prev = None\n    curr = head\n    next_node = head.next\n    while next_node:\n        curr.next = prev\n        prev = curr\n        curr = next_node\n        next_node = next_node.next\n    curr.next = prev\n    return curr']",1000000,0.020441799890249968,0.02671099899103865,0.04477689997293055,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: ListNode) -> ListNode:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",1000,2.5799963623285294e-05,2.917198929935694e-05,4.509999416768551e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: ListNode) -> ListNode:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",10000,0.00020370003767311573,0.000245251995511353,0.0003728000447154045,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",4,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: ListNode) -> ListNode:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",1000000,0.024173600133508444,0.03054760799743235,0.03633739985525608,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    current = head\n    while current is not None:\n        next_node = current.next\n        current.next = prev\n        prev = current\n        current = next_node\n    return prev']",1000,2.5800196453928947e-05,2.857798943296075e-05,4.179985262453556e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    current = head\n    while current is not None:\n        next_node = current.next\n        current.next = prev\n        prev = current\n        current = next_node\n    return prev']",10000,0.00019979989156126976,0.00024466401198878883,0.0003208999987691641,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",5,"['class Node:\n\n    def __init__(self, val, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    current = head\n    while current is not None:\n        next_node = current.next\n        current.next = prev\n        prev = current\n        current = next_node\n    return prev']",1000000,0.020835299976170063,0.02946254100417718,0.035372099839150906,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",6,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",1000,2.559996210038662e-05,2.875600475817919e-05,4.469999112188816e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",6,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",10000,0.00021849991753697395,0.00025122299091890455,0.00036419997923076153,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",6,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",1000000,0.021299799904227257,0.0291740259854123,0.03516010008752346,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",7,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: ListNode) -> ListNode:\n    curr = head\n    prev = None\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",1000,2.5900080800056458e-05,2.953600138425827e-05,6.0399994254112244e-05,N/A
0_p13_auto_revere_linkedlist_strategy,"""Reversing a linked list in python. The implementation should be fast. The implementation should be in a function named funcImp that takes a single head as a parameter.""",7,"['class ListNode:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: ListNode) -> ListNode:\n    curr = head\n    prev = None\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",10000,0.0002188999205827713,0.00024792799726128576,0.000328300055116415,N/A
