Size,Function,Min,Average,Max
1000,0_p14_auto_find_length_linkedList_strategy,0.002836100000422448,0.0033440806001744927,0.006409699999494478
10000,0_p14_auto_find_length_linkedList_strategy,0.030849499999021646,0.035218403099941495,0.06063120000180788
1000000,0_p14_auto_find_length_linkedList_strategy,3.468392800001311,3.8200357935000566,4.965472999996564
1000,1_p14_auto_find_length_linkedList_strategy,0.0027505000034580007,0.0031532505000141098,0.004227299999911338
10000,1_p14_auto_find_length_linkedList_strategy,0.03195879999839235,0.034148727300111203,0.046242399999755435
1000000,1_p14_auto_find_length_linkedList_strategy,3.476879800000461,3.61214785850008,3.915435399998387
1000,2_p14_auto_find_length_linkedList_strategy,0.002821100002620369,0.0032927729000293768,0.005216399993514642
10000,2_p14_auto_find_length_linkedList_strategy,0.03169280000292929,0.0363888783000075,0.04968499999813503
1000000,2_p14_auto_find_length_linkedList_strategy,3.5177028000034625,3.818464911700044,4.990488399998867
1000,3_p14_auto_find_length_linkedList_strategy,0.00281840000388911,0.003222933899916825,0.005781700005172752
10000,3_p14_auto_find_length_linkedList_strategy,0.03240279999590712,0.03477515279988438,0.04231489999801852
1000000,3_p14_auto_find_length_linkedList_strategy,3.476883800001815,3.6418965610001104,3.9283079999950132
